Math,CC.4.NF.2,4,NF,2,Extend understanding of fraction equivalence and ordering.,"Compare two fractions with different numerators and different denominators, e.g., by creating common denominators or numerators, or by comparing to a benchmark fraction such as 1/2. Recognize that comparisons are valid only when the two fractions refer to the same whole. Record the results of comparisons with symbols >, =, or <, and justify the conclusions, e.g., by using a visual fraction model. (Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.)"
Math,CC.4.NF.3,4,NF,3,Build fractions from unit fractions by applying and extending previous understandings of operations on whole numbers.,"Understand a fraction a/b with a > 1 as a sum of fractions 1/b. (Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.)"
Math,CC.4.NF.3a,4,NF,3a,Build fractions from unit fractions by applying and extending previous understandings of operations on whole numbers.,"Understand addition and subtraction of fractions as joining and
separating parts referring to the same whole."
Math,CC.4.NF.3b,4,NF,3b,Build fractions from unit fractions by applying and extending previous understandings of operations on whole numbers.,"Justify decompositions, e.g., by using a visual fraction model. Examples: 3/8 = 1/8 + 1/8 + 1/8 ; 3/8 = 1/8 + 2/8 ; 2 1/8 = 1 + 1 + 1/8 = 8/8 + 8/8 + 1/8."
Math,CC.4.NF.3c,4,NF,3c,Build fractions from unit fractions by applying and extending previous understandings of operations on whole numbers.,"Add and subtract mixed numbers with like denominators, e.g., by replacing each mixed number with an equivalent fraction, and/or by using properties of operations and the relationship between addition and subtraction."
Math,CC.4.NF.3d,4,NF,3d,Build fractions from unit fractions by applying and extending previous understandings of operations on whole numbers.,"Solve word problems involving addition and subtraction of fractions referring to the same whole and having like denominators, e.g., by using visual fraction models and equations to represent the problem."
Math,CC.4.NF.4,4,NF,4,Build fractions from unit fractions by applying and extending previous understandings of operations on whole numbers.,"Apply and extend previous understandings of multiplication to multiply a fraction by a whole number. (Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.)"
Math,CC.4.NF.4a,4,NF,4a,Build fractions from unit fractions by applying and extending previous understandings of operations on whole numbers.,"For example, use a visual fraction model to represent 5/4 as the product 5 × (1/4), recording the conclusion by the equation 5/4 = 5 × (1/4)."
Math,CC.4.NF.4b,4,NF,4b,Build fractions from unit fractions by applying and extending previous understandings of operations on whole numbers.,"For example, use a visual fraction model to express 3 × (2/5) as 6 × (1/5), recognizing this product as 6/5. (In general, n × (a/b) = (n × a)/b.)"
Math,CC.4.NF.4c,4,NF,4c,Build fractions from unit fractions by applying and extending previous understandings of operations on whole numbers.,"For example, if each person at a party will eat 3/8 of a pound of roast beef, and there will be 5 people at the party, how many pounds of roast beef will be needed? Between what two whole numbers does your answer lie?"
Math,CC.4.NF.5,4,NF,5,"Understand decimal notation for fractions, and compare decimal fractions.","Express a fraction with denominator 10 as an equivalent fraction with denominator 100, and use this technique to add two fractions with respective denominators 10 and 100.  For example, express 3/10 as 30/100 and add 3/10 + 4/100 = 34/100. (Students who can generate equivalent fractions can develop strategies for adding fractions with unlike denominators in general. But addition and subtraction with unlike denominators in general is not a requirement at this grade.) (Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.)"
Math,CC.4.NF.6,4,NF,6,"Understand decimal notation for fractions, and compare decimal fractions.","Use decimal notation for fractions with denominators 10 or 100. For example, rewrite 0.62 as 62/100 ; describe a length as 0.62 meters; locate 0.62 on a number line diagram. (Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.)"
Math,CC.4.NF.7,4,NF,7,"Understand decimal notation for fractions, and compare decimal fractions.","Compare two decimals to hundredths by reasoning about their size. Recognize that comparisons comparisons are valid only when two decimals refer to the same whole. Record the results of comparisons with the symbols >, =, or <, and justify the conclusions, e.g., by using a visual model. (Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.)"
Math,CC.4.MD.1,4,MD,1,Solve problems involving measurement and conversion of measurements from a larger unit to a smaller unit.,"Know relative sizes of measurement units within one system of units including km, m, cm; kg, g; lb, oz.; l, ml; hr, min, sec. Within a single system of measurement, express measurements in a larger unit in terms of a smaller unit. Record measurement equivalents in a two-column table. For example: Know that 1 ft is 12 times as long as 1 in. Express the length of a 4 ft snake as 48 in. Generate a conversion table for feet and inches listing the number pairs (1, 12), (2, 24), (3, 36), …."
Math,CC.4.MD.2,4,MD,2,Solve problems involving measurement and conversion of measurements from a larger unit to a smaller unit.,"Use the four operations to solve word problems involving distances, intervals of time, liquid volumes, masses of objects, and money, including problems involving simple fractions or decimals, and problems that require expressing measurements given in a larger unit in terms of a smaller unit. Represent measurement quantities using diagrams such as number line diagrams that feature a measurement scale."
Math,CC.4.MD.3,4,MD,3,Solve problems involving measurement and conversion of measurements from a larger unit to a smaller unit.,"Apply the area and perimeter formulas for rectangles in real world and mathematical problems. For example, find the width of a rectangular room given the area of the flooring and the length, by viewing the area formula as a multiplication equation with an unknown factor."
Math,CC.4.MD.4,4,MD,4,Represent and interpret data.,"Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8). Solve problems involving addition and subtraction of fractions by using information presented in line plots. For example, from a line plot find and interpret the difference in length between the longest and shortest specimens in an insect collection."
Math,CC.4.MD.5,4,MD,5,Geometric measurement: understand concepts of angle and measure angles.,"Recognize angles as geometric shapes that are formed wherever two rays share a common endpoint, and understand concepts of angle measurement:
  --  a. An angle is measured with reference to a circle with its center at the common endpoint of the rays, by considering the fraction of the circular arc between the points where the two rays intersect the circle. An angle that turns through 1/360 of a circle is called a “one-degree angle,” and can be used to measure angles.
  --  b. An angle that turns through n one-degree angles is said to have an angle measure of n degrees."
Math,CC.4.MD.6,4,MD,6,Geometric measurement: understand concepts of angle and measure angles.,Measure angles in whole-number degrees using a protractor. Sketch angles of specified measure.
